compound,solvent,MW,Emi,set,Emi_eV
O=C1CC(c2cccc([N+](=O)[O-])c2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,CS(C)=O,421.10626,452.0,train,2.7429203539823006
CC(=O)c1ccc(NC(=O)c2ccc(N(C)C)cc2)cc1,C1CCCCC1,282.13683,345.0,train,3.5936231884057968
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,ClCCl,227.13101,440.0,train,2.8177272727272724
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCCCCO,318.20789,534.4,train,2.31998502994012
O=c1oc2ccccc2cc1-c1ccc([N+](=O)[O-])cc1,ClC(Cl)Cl,267.05316,400.0,train,3.0995
COc1cc2cc(OC)c(C#Cc3ccc([N+](=O)[O-])cc3)cc2cc1C#Cc1ccc([N+](=O)[O-])cc1,ClC(Cl)Cl,478.11649,577.0,train,2.148700173310225
COc1ccccc1CC(=O)OCc1c(C)c(=O)n2c(=O)c(C)c(C)n12,CCO,356.13722,461.0,train,2.6893709327548807
COc1ccc(-c2cn3ccc[n+]3[n-]2)cc1,ClCCl,213.09021,413.0,train,3.0019370460048425
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC1CCCCC1,285.09766,435.0,train,2.8501149425287355
c1ccc(N2c3ccccc3Sc3cc(-c4cccc5nc6ccccc6cc45)ccc32)cc1,CCCCOCCCC,452.13472,533.0,train,2.326078799249531
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,CCCO,255.12593,473.0,train,2.6211416490486257
N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CS(C)=O,284.0078,468.0,train,2.649145299145299
c1ccc(-c2nc(-c3c4ccccc4cc4ccccc34)n3ccccc23)cc1,ClCCl,370.147,548.0,train,2.262408759124088
CCOC(=O)c1c2c3c(ccc(C)c3c3cc4ccccc4cc13)N(C)C2=O,CC#N,369.13649,413.0,train,3.0019370460048425
COc1ccc2ccc3oc(=O)c(C)nc3c2c1,c1ccccc1,241.07389,461.0,train,2.6893709327548807
O=c1c2ccccc2n2c3ccc(-c4ccccc4)cc3c(=O)c3cccc1c32,Cc1ccccc1,373.11028,465.6330749354005,train,2.6626115427303
COc1ccc(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)c(C)c1,O,429.23567,662.0,train,1.872809667673716
Cc1cc(=O)oc2c1cc(Cl)c1occ(C)c12,OCC(F)(F)F,248.02402,428.0,train,2.8967289719626166
CCCCN1C(=O)c2cccc3c(OC)ccc(c23)C1=O,Cc1ccccc1,283.12084,422.0,train,2.937914691943128
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,CS(C)=O,255.12593,465.0,train,2.6662365591397847
c1ccc2[nH]ccc2c1,O,117.05785,340.0,train,3.646470588235294
CC1=CC(C)=[N+]2C1=C(c1ccc(-c3ccc(O)cc3)s1)c1c(C)cc(C)n1[B-]2(F)F,Cc1ccccc1,422.14357,528.0,train,2.3481060606060606
NCc1ccc2ccc3cccc4ccc1c2c34,ClC(Cl)Cl,231.1048,376.0,train,3.2973404255319148
COc1cc(OC)c2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,240.07864,537.0,train,2.308752327746741
CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=N1,C1CCOC1,405.12826,504.0,train,2.4599206349206346
COc1ccc(C(=O)NN2C3=C(CC4=C2CCCC4=O)C(=O)CCC3)cc1,CO,366.15796,449.0,train,2.7612472160356347
COc1ccc(-c2cc3ccc4cc(-c5ccc(OC)cc5)cc5ccc(c2)c3c45)cc1,ClC(Cl)Cl,414.16198,417.608951708,train,2.9688060922288164
Cc1ccc2occ(CC(=O)NN)c2c1,CC(C)=O,204.08988,404.0,train,3.0688118811881187
O=C1c2ccccc2S(=O)(=O)c2ccc(-n3c4ccccc4c4ccccc43)cc21,Cc1ccccc1,409.07726,535.5,train,2.315219421101774
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccsc3)n1[B-]2(F)F,ClCCl,376.10171,628.0,train,1.974203821656051
Cc1cc(-c2ccccc2)cc(C)[o+]1,ClCCl,185.09609,434.0,train,2.8566820276497693
N#Cc1cc(N2c3ccccc3Oc3ccccc32)cc(N2c3ccccc3Oc3ccccc32)c1,Cc1ccccc1,465.14773,520.0,train,2.384230769230769
CCOC(=O)CCCCCn1c2ccccc2c(=O)c2cc(I)ccc21,CO,463.06444,430.0,train,2.8832558139534883
CC1=[N+]2C(=c3c4c5ccccc5cc5cccc(c6cc(C)n(c36)[B-]2(F)F)c54)C=C1,ClC(Cl)Cl,394.14529,637.0,train,1.9463108320251177
COc1ccc2c(CC(=O)NN)coc2c1,ClCCl,220.08479,402.0,train,3.08407960199005
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,c1ccccc1,255.12593,430.0,train,2.8832558139534883
F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc(Cl)[n+]21,C1CCOC1,327.05461,503.0,train,2.464811133200795
C[Si](C)(C)[Si](C)(C)c1ccc2cc3ccccc3cc2c1,C1CCCCC1,308.14165,411.0,train,3.01654501216545
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CC(C)CC(C)(C)C,279.12593,377.5009437523594,train,3.2842302
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3N(C)C)sc12,ClCCl,342.10381,537.0,train,2.308752327746741
N#Cc1cc2ccc(F)cc2c2c1ccc1ccccc12,ClC(Cl)Cl,271.07973,394.0,train,3.146700507614213
O=c1oc2ccccc2nc1-c1ccccc1,O,223.06333,450.0,train,2.755111111111111
CN(C)c1cccc(C#N)c1,CC#N,146.0844,404.753199269,train,3.0631011743430983
COC(=O)c1c2ccccc2nc2ccccc12,CO,237.07898,432.0,train,2.869907407407408
Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,CC#N,228.06473,443.0,train,2.7986455981941307
C#Cc1ccc(C#Cc2cnc(C#Cc3ccccc3)nc2)cc1,C1CCCCC1,304.10005,415.0,train,2.987469879518072
N#Cc1ccc(N)c(C#N)c1,CCCCCCC,143.04835,350.0,train,3.5422857142857143
N#Cc1c(N2CCCCC2)cc(-c2cccs2)c2c1CCc1ccccc1-2,C1CCOC1,370.15037,474.0,train,2.6156118143459914
Cc1ccc2c(CC(=O)NN)coc2c1,C1CCOC1,204.08988,400.0,train,3.0995
Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,CO,416.10631,569.0,train,2.178910369068541
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CC(C)O,407.13036,423.0,train,2.93096926713948
COc1ccc(-c2nc(N)nc(C#N)c2C#N)cc1OC,CC(C)=O,281.09127,430.0,train,2.8832558139534883
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2,CO,309.17815,648.0,train,1.913271604938272
c1cc2sccc2s1,ClCCl,139.97544,293.0,train,4.231399317406143
COC(=O)c1nc2c(N)nc(N(C)C)nc2n1Cc1ccccc1,C1COCCO1,326.14912,399.0,train,3.107268170426065
O=c1c2ccccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,CC#N,271.07285,439.0,train,2.824145785876993
[NH3+]C(Cc1ccc(O)c(O)c1)C(=O)[O-],O,197.06881,318.0,train,3.89874213836478
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,285.09766,502.0,train,2.4697211155378485
N#Cc1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(C#N)cc5)c5ccc2c3c45)cc1,CCCCCC,452.13135,435.5,train,2.8468427095292768
c1ccc(-c2c3ccc(=[N+]4CCCCC4)cc-3oc3cc(N4CCCCC4)ccc23)cc1,ClCCl,423.24309,585.0,train,2.1193162393162392
C1=C(c2ccc(-c3cccs3)s2)CCCC1,OCCOCCO,246.05369,446.0,train,2.7798206278026907
COC(=O)CN1C(=O)c2cc3ccc(N(C)C)cc3cc2C1=O,Cc1ccccc1,312.11101,491.0,train,2.525050916496945
C#Cc1cccc2ccccc12,CO,152.0626,332.0,train,3.7343373493975904
CCNc1ccc(NCC)c2c1C(=O)c1ccccc1C2=O,c1ccccc1,294.13683,670.0,train,1.850447761194029
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,229.03506,464.0,train,2.6719827586206897
C1=CC2=Nc3cccc[n+]3CN2C=C1,CO,184.08692,448.0,train,2.767410714285714
N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,CCO,385.03435,499.0,train,2.484569138276553
O=C1C=CC2=Cc3ccccc3B(O)N12,CC#N,197.06481,412.0,train,3.009223300970873
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,CCO,458.2152,465.0,train,2.6662365591397847
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3cccs3)n1[B-]2(F)F,CO,376.10171,624.0,train,1.9868589743589744
CC(=O)Nc1cccc2c1C#Cc1c(cccc1C(=O)N(C)C)OCCCO2,ClCCl,378.15796,390.0,train,3.178974358974359
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccccc3)n1[B-]2(F)F,CO,370.14529,622.0,train,1.9932475884244367
COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,CC#N,290.11676,507.0,train,2.4453648915187376
C(#Cc1cccc2ccccc12)c1ncc(-c2ccccc2)o1,ClCCl,295.09971,400.0,train,3.0995
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3cc(OC)ccc3OC)nc2c1,CO,442.174,405.0,train,3.0612345679012343
CC1=[N+]2C(=C(c3ccccc3)c3c4ccccc4c(C)n3[B-]2(F)F)c2ccccc21,ClCCl,396.16094,612.0,train,2.025816993464052
CC1(C)c2ccccc2N(c2ccc(-c3ccc(C#N)cn3)cc2)c2ccccc21,Cc1ccccc1,387.17355,504.0,train,2.4599206349206346
CN(C)c1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,CCCCCl,364.1688,515.9958720330237,train,2.4027324
Cc1ccc(C)n1-c1cccc(C#N)c1,CCCCCC,196.10005,403.0,train,3.076426799007444
Cn1nc(-c2ccccc2)c2nc3cc(Cl)ccc3nc21,C1CCOC1,294.06722,519.0,train,2.3888246628131022
CN(C)c1ccc(C2=Nc3scc(-c4ccc(C#N)cc4)[n+]3[B-](F)(F)O2)cc1,ClCCl,396.10277,456.0,train,2.7188596491228068
CN1CCc2cc(C3=Cc4cccc[n+]4[B-](F)(F)O3)ccc21,ClC(Cl)Cl,300.12455,515.0,train,2.407378640776699
c1ccc(N(c2ccccc2)c2ccc(-c3ccncn3)cc2)cc1,C1CCOC1,323.14225,456.0,train,2.7188596491228068
Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1CCCCC1,416.10631,575.0,train,2.156173913043478
CCOc1ccc2c(-c3nc(-c4cccc(C)c4)no3)cc(=O)oc2c1,ClC(Cl)Cl,348.11101,456.0,train,2.7188596491228068
COCCOCCOc1ccc(OCCOCCOC)c(C=O)c1,CNC=O,342.16785,458.0,train,2.7069868995633186
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)O,285.09766,502.0,train,2.4697211155378485
COc1cc2[nH]c3c(c2cc1OCC(=O)O)CCCC3=O,O,289.09502,477.5,train,2.596439790575916
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CC(C)OC(C)C,327.10078,544.0,train,2.2790441176470586
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCC,257.06636,414.0,train,2.994685990338164
COc1ccc(-c2cc(-c3ccc(OC)cc3)c3c(N)nc(N4CCCC4)c(C#N)c3n2)cc1,CC#N,451.20083,516.0,train,2.4027131782945736
CSc1sc(C(N)=O)c2nnn(C)c(=O)c12,CO,256.00887,521.0,train,2.379654510556622
COc1ccc2c3c(cccc13)C(=O)N(C)C2=O,ClC(Cl)(Cl)Cl,241.07389,412.0,train,3.009223300970873
CC1(C)c2ccccc2-n2c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc3cccc1c32,CCCCCC,475.20485,394.11800000000005,train,3.1457583769327964
CC(C)(C)C1Nc2ccccc2C(=O)N1c1ccccc1,c1ccccc1,280.15756,400.0,train,3.0995
COc1ccc2c3c(OC)c4ccccc4c(OC)c3n(C)c2c1,CO,321.13649,409.0,train,3.031295843520782
Clc1ccc(-c2nc(-c3ccccc3)sc2N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,438.09575,463.0,train,2.6777537796976243
C[Si](C)(C)C#Cc1ccc(C#C[Si](C)(C)C)c2ccccc12,C1CCCCC1,320.14165,352.0,train,3.5221590909090907
COc1ccc(-c2csc(-c3ccncc3)n2)cc1,CC#N,268.06703,560.0,train,2.2139285714285712
CC1(C)c2ccccc2N(c2ccc(-c3nnc(-c4ccccc4O)o3)cc2)c2ccccc21,CC(C)=O,445.17903,539.0,train,2.3001855287569573
O=C(O)COc1ccc2[nH]c3c(c2c1)CCCC3=O,CN(C)C=O,259.08446,430.0,train,2.8832558139534883
COc1cc(C(=O)O)ccc1O,CC(C)(C)O,168.04226,340.0,train,3.646470588235294
F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,CO,192.06704,505.0,train,2.455049504950495
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,285.09766,433.0,train,2.8632794457274824
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CC#N,337.02171,387.0,train,3.2036175710594312
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CCO,230.10955,375.0,train,3.3061333333333334
CCc1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccccc1,248.13135,418.35,train,2.963547269033106
C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCCO,245.09358,463.0,train,2.6777537796976243
COc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,C1CCCCC1,300.12626,477.0,train,2.59916142557652
F[B-]1(F)OC(c2ccccc2)=CC(c2ccccc2)=[O+]1,CO,272.08202,400.0,train,3.0995
Fc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,238.09063,458.86,train,2.701913437649828
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CN(C)C=O,350.1089,507.0,train,2.4453648915187376
CCc1cccc(CC)c1-c1c2ccccc2c(C#Cc2ccccc2)c2cc3ccccc3cc12,ClCCl,460.2191,538.0,train,2.304460966542751
CNc1cccc2c1-c1ccccc1C2=O,CC#N,209.08406,638.0,train,1.9432601880877745
F[B-]1(F)OC(c2cccc(Br)c2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,423.02416,446.0,train,2.7798206278026907
c1ccc(-c2c3ccccc3c(-c3ccc(-c4cccnc4)cc3)c3ccccc23)cc1,ClCCl,407.1674,417.0,train,2.9731414868105515
CCOC(=O)c1c(-c2cc3cc(OC)ccc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,476.15835,444.0,train,2.792342342342342
c1ccc(N(c2ccccc2)c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)cc1,C1COCCN1,461.1892,419.0,train,2.958949880668257
N#Cc1cc2ccc(O)cc2oc1=N,ClC(Cl)Cl,186.04293,415.0,train,2.987469879518072
Cc1cc2c(cc1C)NC(=O)CC(=O)N2,CS(C)=O,204.08988,349.0,train,3.55243553008596
Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,CCOC(C)=O,302.08777,522.0,train,2.375095785440613
COc1ccc(-c2nc(N)nc(C#N)c2C#N)cc1OC,CCO,281.09127,436.0,train,2.843577981651376
c1ccc(-c2cc3cc4cccc5c(-c6ccccc6)cc6cc7cccc2c7c3c6c45)cc1,ClCCl,428.1565,442.0,train,2.8049773755656107
Cc1cccn2c1cc1c3ccccc3nc(-c3ccco3)c12,CO,298.11061,501.434,train,2.4725088446335906
Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(=O)[nH]2)cc1,CS(C)=O,300.12626,450.0,train,2.755111111111111
N#Cc1cc2ccc(O)cc2oc1=O,CC#N,187.02694,402.0,train,3.08407960199005
Cc1cc(C)nc(N)n1,CCO,123.07965,337.0,train,3.67893175074184
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,Cc1ccccc1,327.10078,552.0,train,2.246014492753623
CN(C)c1ccc2nc(-c3ccccc3)sc2c1Cl,c1ccccc1,288.0488,425.85858585858585,train,2.911295066413662
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,CC#N,400.18993,389.0,train,3.1871465295629817
CC(=O)c1c2c(cc3ccc(N(C)C)cc13)CCC2,CS(C)=O,253.14666,536.0,train,2.3130597014925374
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CC#N,350.1089,501.0,train,2.4746506986027943
COc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CO,300.12626,475.0,train,2.6101052631578945
CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,CCOC(C)=O,335.22491,586.0,train,2.1156996587030714
Nc1cccc2c1C(=O)NC2=O,C1CCOC1,162.04293,445.0,train,2.786067415730337
COc1nnc(Cl)nn1,OCC(F)(F)F,145.99954,558.0,train,2.2218637992831543
COc1ccc(-c2cnc(-c3ccccc3)o2)cc1OC,ClCCl,281.10519,400.0,train,3.0995
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CO,324.16094,510.0,train,2.4309803921568625
Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,CO,282.11399,513.5,train,2.414410905550146
CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(C#N)cc2)cc1,C1CCOC1,445.17903,440.0,train,2.8177272727272724
CC(C)(C)c1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,CO,314.20345,379.0,train,3.271240105540897
CC1(C)CC(=O)C2=C(C1)Oc1ccc3cc(O)ccc3c1C2c1ccccn1,O,371.15214,378.0,train,3.27989417989418
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3OC)sc12,ClCCl,329.07218,469.0,train,2.6434968017057567
Cc1cc(=O)oc2cc3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc4c3cc12,ClC(Cl)Cl,422.22458,423.0,train,2.93096926713948
c1csc(-c2c3ccc(=[N+]4CCCCC4)cc-3oc3cc(N4CCCCC4)ccc23)c1,CCO,429.19951,606.0,train,2.0458745874587456
Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CC#N,246.1157,432.0,train,2.869907407407408
C1=CB2C=Cc3ccccc3N2C=C1,ClCCl,179.09063,352.0,train,3.5221590909090907
CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,396.16094,526.0,train,2.357034220532319
CN(C)c1ccc(-c2ncnc3ccccc23)cc1,C1CCOC1,249.1266,483.0,train,2.5668737060041407
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Br)cc2)cc1,C1CCOC1,471.02522,417.0,train,2.9731414868105515
COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,Cc1ccccc1,322.08412,465.0,train,2.6662365591397847
O=C1c2ccccc2NCN1Cc1ccccc1,CC#N,238.11061,416.0,train,2.980288461538461
Oc1ccc(-c2cccs2)cc1-c1nc2ccccc2s1,O,309.02821,566.0,train,2.190459363957597
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CC#N,386.2722,530.0,train,2.339245283018868
CCNc1cc2oc(=O)cc(C(F)(F)F)c2cc1C,c1ccccc1,271.08201,447.0,train,2.773601789709172
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(c3ccc[nH]3)c3ccccc3C1=C2,ClCCl,363.17183,634.0,train,1.955520504731861
CCCCC1(c2ccc(OC)cc2)Nc2ccccc2N=C1c1ccc(OC)cc1,Cc1ccccc1,400.21508,501.0,train,2.4746506986027943
Cc1ccc(NC(=O)c2sc(Br)nc2C)cc1,CS(C)=O,309.97755,401.5,train,3.0879202988792027
O=C1c2ccccc2-c2nc3c(F)c(F)c(F)c(F)c3n21,ClCCl,292.02598,485.0,train,2.556288659793814
CN(C)c1ncc2nc(C#N)n(Cc3ccccc3)c2n1,C1COCCO1,278.12799,424.0,train,2.9240566037735847
CC1(C)c2ccccc2-c2cc3c(cc21)c1ccccc1n3-c1ccc2ccccc2n1,ClCCl,410.1783,438.0,train,2.830593607305936
CCOC(=O)CSc1nc(C)c(CC)c(C#N)c1C#N,c1ccccc1,289.0885,407.0,train,3.0461916461916463
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCOCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CCOC(C)=O,409.2137,517.0,train,2.398065764023211
F[B-]1(F)n2c(ccc2N2CCOCC2)C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,CC#N,438.20386,600.0,train,2.066333333333333
O=CC1=C(c2ccc(-c3cccs3)s2)CCC1,c1ccncc1,260.03296,494.0,train,2.5097165991902832
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,C1COCCO1,246.1157,446.0104366442175,train,2.77975558
CCN(CC)c1ccc2ccc(=O)oc2c1,Cc1ccccc1,217.11028,432.0,train,2.869907407407408
CCN(CC)c1ccc2cc(C#N)c(=N)oc2c1,CCOC(C)=O,241.12151,454.0,train,2.730837004405286
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,N#Cc1ccccc1,384.12224,535.9056806002144,train,2.3134668
CCOC(=O)c1cc(C(=O)OCC)c2ccccc2n1,CCO,273.10011,420.0,train,2.951904761904762
COC(=O)c1noc(-c2ccccc2)c1Cl,C1CCCCC1,237.01927,344.0,train,3.60406976744186
Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,ClC(Cl)Cl,416.10631,577.0,train,2.148700173310225
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(F)c(F)c3)cn12,CO,363.07949,456.0,train,2.7188596491228068
O=CC1=C(c2ccc(-c3cccs3)s2)CCC1,CCO,260.03296,514.0,train,2.4120622568093384
O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2cccc3c(N4CCOCC4)ccc1c23,ClCCl,456.14568,588.0,train,2.108503401360544
COc1cc(OC)c2c3c([nH]c2c1)C(=O)CCC3,CCCCCCCCO,245.10519,438.0,train,2.830593607305936
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,O,240.12626,559.0,train,2.2178890876565296
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CO,479.29366,643.0,train,1.928149300155521
COC1=[N+]2C(=C(c3ccc(C)cc3)c3ccc(OC)n3[B-]2(F)F)C=C1,C1CCOC1,342.13511,528.0,train,2.3481060606060606
CC(=O)OCCN1C(=O)c2cccc3c(Oc4ccccc4C)ccc(c23)C1=O,ClC(Cl)Cl,389.12632,419.0,train,2.958949880668257
O=c1c(Nc2ccccc2)c([O-])c1=[NH+]c1ccccc1,CCOCC,264.08988,484.0,train,2.561570247933884
Oc1cccc(O)c1-c1c2ccc(=[N+]3CCCCC3)cc-2oc2cc(N3CCCCC3)ccc12,CCO,455.23292,580.0,train,2.137586206896552
Cc1ccc(C#Cc2ccc3ccc4cccc5ccc2c3c45)cc1,CCO,316.1252,391.0,train,3.170843989769821
O=S(=O)([O-])c1ccc(O)c2ccccc12,CCCCO,223.00705,361.0,train,3.434349030470914
c1ccc2c(-c3cc(-c4nccs4)nc(-c4nccs4)c3)c3ccccc3cc2c1,CO,421.07074,501.0,train,2.4746506986027943
COc1ccc2c(-c3nc(-c4cccc(C)c4)no3)cc(=O)oc2c1,ClC(Cl)Cl,334.09536,450.0,train,2.755111111111111
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CC(C)=O,392.02317,521.1047420531527,train,2.3791762
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,O,407.1643,482.0,train,2.572199170124481
CN1CCCc2cc3c(C(F)(F)F)cc(=O)oc3cc21,CCO,283.08201,522.0,train,2.375095785440613
CN(C)c1ccc(C2=Nc3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,ClCCl,345.09187,467.0,train,2.6548179871520343
CCNc1ccc(NCC)c2c1C(=O)c1ccccc1C2=O,CS(C)=O,294.13683,672.0,train,1.844940476190476
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CC#N,305.05105,505.0,train,2.455049504950495
CN(C)c1ccc2c(c1)Cc1ccccc1-2,CCOC(C)=O,209.12045,370.0,train,3.3508108108108106
Oc1ccc(C2=[N+]3C(=C(c4ccccc4)c4cccn4[B-]3(F)F)C=C2)cc1,ClC(Cl)Cl,360.12455,564.0,train,2.1982269503546097
CN(C)c1ccc(C=C2Oc3cccc(O)c3C2=O)cc1,CC#N,281.10519,552.0,train,2.246014492753623
CCc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,248.13135,474.01,train,2.6155566338262903
Cn1nc(-c2ccc(C#N)cc2)cc1-c1ccccc1,ClCCl,259.11095,348.0,train,3.5626436781609194
CC[n+]1c(C=C2C(=O)C(C=C3N(C)c4ccc(Cl)cc4C3(C)C)=C2[O-])sc2ccccc21,ClC(Cl)Cl,462.11688,664.0,train,1.8671686746987952
Nc1cccc2ncccc12,CO,144.06875,510.0011220024684,train,2.430975044
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CN(C)C=O,288.12455,530.0,train,2.339245283018868
CC1=CC(C)=[N+]2C1=C(c1ccc(N(C)C)cc1)c1c(C)cc(C)n1[B-]2(F)F,O,367.20313,509.0,train,2.4357563850687622
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,CC#N,238.12185,391.0,train,3.170843989769821
Cc1cc2ccccc2cc1C,C1CCCCC1,156.0939,339.21302578019,train,3.6549304
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CO,318.13683,638.0,train,1.9432601880877745
N#Cc1cc(-n2c3ccccc3c3ccccc32)nc(-n2c3ccccc3c3ccccc32)n1,Cc1ccccc1,435.1484,471.0,train,2.632271762208068
COc1ccc(C2=CC(c3ccc4ccccc4c3)=[O+][B-](C(C)=O)(C(C)=O)O2)cc1,ClC(Cl)(Cl)Cl,400.1482,425.0,train,2.917176470588235
N#CC1=C(c2ccc(-c3cccs3)s2)CC1,CC#N,243.01764,451.0,train,2.7490022172949
CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(F)cc2)cc1,ClCCl,438.17436,481.0,train,2.577546777546777
c1ccc(N2c3ccccc3Sc3cc(-c4cccc5nc6ccccc6cc45)ccc32)cc1,CCN(CC)CC,452.13472,525.0,train,2.3615238095238094
COc1ccc(C#Cc2ccc(-c3nn[nH]n3)cc2)cc1OC,CCOC(C)=O,306.11168,395.0,train,3.138734177215189
