compound,solvent,Abs,Abs_eV,MW
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CCCCCO,446.0,2.779820628,390.173213324
O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,CCCCCC,446.0,2.779820628,415.120843404
Cc1ccc2c(c1)nc1c(=O)n(C)c(=O)nc-1n2C,CC#N,446.0,2.779820628,256.096025624
Cc1cc(C)c2nc3c(=O)n(C)c(=O)nc-3n(C)c2c1,CC#N,446.0,2.779820628,270.111675688
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)[nH]c1=S,C1COCCO1,446.0,2.779820628,288.072119384
Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,ClC(Cl)(Cl)Cl,446.0,2.779820628,302.087769448
CCn1c(=O)nc2n(C)c3cc(C)ccc3nc-2c1=O,CO,446.0,2.779820628,270.111675688
CN(C)c1ccc(C2=C(c3ccccc3)c3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,C1CCOC1,446.0,2.779820628,420.127921068
CCCCc1cc2cccc[n+]2[b-]2c(-c3cccc4[b-]3[n+]3ccccc3cc4CCCC)cccc21,C1CCCCC1,446.0,2.779820628,468.290809888
CN(C)c1ccc(-c2cc3c(s2)c(C(=O)c2ccccc2)cc(=O)n3Cc2ccccc2)cc1,ClCCl,446.0,2.779820628,464.155849008
CCN(CC)c1ccc(-c2cc3c(s2)c(C(=O)OC)cc(=O)n3C)cc1,CS(C)=O,446.0,2.779820628,370.135113564
CN(C)c1ccc(-c2cc3ccc([N+](=O)[O-])cc3c(=O)o2)cc1,CC(C)=O,446.0,2.779820628,310.095356928
CN(C)c1ccc(-c2cc3c(ccc4c([N+](=O)[O-])cccc43)c(=O)o2)cc1,ClC(Cl)Cl,446.0,2.779820628,360.11100699199994
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,ClCCl,446.0,2.779820628,351.1371621640001
c1ccc2c3c(ccc2c1)-c1cccc2cc4ccccc4c-3c12,CCCCCCC,446.0,2.779820628,302.109550448
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CS(C)=O,446.0,2.779820628,350.1088988159999
COc1ccc(C#CC2=C3CCc4ccccc4C3=[O+][B-](F)(F)O2)cc1,ClCCl,446.0,2.779820628,352.10823118
O=c1c2ccccc2n2c3ccccc3c(=O)c3cc(-c4ccccc4)cc1c32,Cc1ccccc1,445.7648546,2.781287011,373.11027872000005
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CC1COC(=O)O1,445.6,2.782315978,390.173213324
O=c1c2ccccc2n2c3ccc(-c4ccccc4)cc3c(=O)c3cccc1c32,CN(C)C=O,445.0,2.786067416,373.11027872
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CCCCOCCCC,445.0,2.786067416,327.100776656
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CCOC(C)=O,445.0,2.786067416,327.100776656
N#CC(C#N)=Cc1ccc2c(c1)[nH]c1c3ccccc3sc21,ClCCl,445.0,2.786067416,299.051718288
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CCCCCCCCO,445.0,2.786067416,390.173213324
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CCCO,445.0,2.786067416,390.173213324
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CO,445.0,2.786067416,390.173213324
CCn1c(=O)nc2n(C)c3cc(C)ccc3nc-2c1=O,CC#N,445.0,2.786067416,270.111675688
O=C1C=C(Nc2ccc(F)cc2)C(=O)c2ccccc21,CCCCCC,445.0,2.786067416,267.06955678
CCn1c2cc(OC)ccc2c2c3nsnc3c3c4ccc(OC)cc4n(CC)c3c21,CN(C)C=O,445.0,2.786067416,430.146346944
CNc1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,445.0,2.786067416,209.084063972
CNc1cccc2c1C(=O)c1ccccc1-2,CC#N,445.0,2.786067416,209.084063972
CN(C)c1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,445.0,2.786067416,223.099714036
CCCC(=O)c1c2c(c(C(=O)CCC)c3c1OC(CC(=O)OC)(C(=O)O)O3)OCO2,CCO,445.0,2.786067416,422.1212969039999
c1csc(-c2ccc(-c3cccs3)c3nsnc23)c1,ClC(Cl)Cl,445.0,2.786067416,299.984961256
Cc1ccc(-n2c3ccccc3c3cc(C(=C(C#N)C#N)c4ccccc4)ccc32)cc1,CC#N,445.0,2.786067416,409.157897608
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,CN(C)C=O,445.0,2.786067416,351.1371621640001
Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,445.0,2.786067416,313.06565516
COc1ccc2c(c1)CCC1=C(C#Cc3ccc(Cl)cc3)O[B-](F)(F)[O+]=C12,ClCCl,445.0,2.786067416,386.06925882799993
CN(C)c1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,CCCCOCCCC,444.6420631,2.7883102,364.16879664
Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,C1COCCO1,444.0,2.792342342,471.125073256
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,444.0,2.792342342,410.09343878
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CC#N,444.0,2.792342342,406.142975816
Cc1cc2nc3c(=O)n(C)c(=O)nc-3n(C)c2cc1C,CC#N,444.0,2.792342342,270.111675688
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CC#N,444.0,2.792342342,390.173213324
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CCCCO,444.0,2.792342342,390.173213324
Cc1cc2nc3c(=O)n(C)c(=O)nc-3n(C)c2cc1C,CC#N,444.0,2.792342342,270.111675688
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,CCO,444.0,2.792342342,315.12592878400005
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,CCCCCC,444.0,2.792342342,323.080826556
CN(C)c1cccc2c1C(=O)c1ccccc1-2,CC#N,444.0,2.792342342,223.099714036
CCCCCC(=O)c1c2c(c(C(=O)CCCCC)c3c1OC1(CCCC1)O3)OC1(CCCC1)O2,CC#N,444.0,2.792342342,470.2668389359999
CCN(CC)c1ccc(-c2cc3c(s2)c(C(=O)OC)cc(=O)n3C)cc1,CCO,444.0,2.792342342,370.135113564
CCN(CC)c1ccc(-c2cc3c(s2)c(C(=O)OC)cc(=O)n3C)cc1,CO,444.0,2.792342342,370.135113564
CN(C)c1ccc(-c2cc3ccc([N+](=O)[O-])cc3c(=O)o2)cc1,CO,444.0,2.792342342,310.095356928
CN(C)c1ccc(-c2cc3c(ccc4c([N+](=O)[O-])cccc43)c(=O)o2)cc1,CN(C)C=O,444.0,2.792342342,360.11100699199994
COc1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,444.0,2.792342342,375.124215592
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,CCCCCC,444.0,2.792342342,323.080826556
CN1CCN(c2ccc3c4c(cccc24)C(=O)c2ccccc2-3)CC1,Cc1ccccc1,443.8,2.793600721,328.15756326
O=c1c2ccccc2n2c3ccc(-c4ccccc4)cc3c(=O)c3cccc1c32,Cc1ccccc1,443.1524548,2.797682799,373.11027872
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,C1CCOC1,443.0,2.798645598,299.094628656
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCOCC,443.0,2.798645598,451.1572289120001
Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,443.0,2.798645598,414.043901744
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,443.0,2.798645598,410.09343878
Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,443.0,2.798645598,471.125073256
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,C1COCCO1,443.0,2.798645598,410.09343878
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,C1COCCO1,443.0,2.798645598,406.142975816
Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,443.0,2.798645598,414.043901744
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,CC#N,443.0,2.798645598,256.096025624
O=c1c2ccccc2n2c3ccccc3c(=O)c3cc(-c4ccccc4)cc1c32,CCOC(C)=O,443.0,2.798645598,373.11027872000005
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CC(C)OC(C)C,443.0,2.798645598,327.100776656
CN1CCN(c2ccc3c4c(cccc24)C(=O)c2ccccc2-3)CC1,CCOC(C)=O,443.0,2.798645598,328.15756326
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,ClC(Cl)Cl,443.0,2.798645598,390.173213324
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,CC#N,443.0,2.798645598,256.096025624
CCn1c(=O)nc2n(C)c3cc(C)ccc3nc-2c1=O,C1COCCO1,443.0,2.798645598,270.111675688
CCCCN1C(=S)c2cccc3cccc(c23)C1=S,CS(C)=O,443.0,2.798645598,285.06459148000005
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,CN(C)C=O,443.0,2.798645598,315.12592878400005
O=C1C=C(Nc2ccc(F)cc2F)C(=O)c2ccccc21,CO,443.0,2.798645598,285.06013496800006
CCOC(=O)c1cc(C(=O)OCC)c2cc(N(C)C)ccc2n1,CCO,443.0,2.798645598,316.14230712
CNc1cc2nc3cc(Br)c(Br)cc3nc2cc1NC,CCO,443.0,2.798645598,393.9428705840001
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,Cc1ccccc1,443.0,2.798645598,351.1371621640001
CCCCCOc1cc2oc(=O)c3c4ccc(O)cc4c4ccc5cccc6c(c1)c2c3c4c56,C1CCOC1,443.0,2.798645598,446.151809184
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,C1CCOC1,443.0,2.798645598,350.1088988159999
N#CC(C#N)=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1,O,443.0,2.798645598,369.057197592
COc1ccc2c(c1)CCC1=C(C#Cc3ccccc3)O[B-](F)(F)[O+]=C12,ClCCl,443.0,2.798645598,352.10823118
CN1CCN(c2ccc3c4c(cccc24)C(=O)c2ccccc2-3)CC1,C1COCCO1,442.8,2.799909666,328.15756326
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCCCCC,442.0,2.804977376,451.1572289120001
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CCCCOCCCC,442.0,2.804977376,406.142975816
Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,442.0,2.804977376,414.043901744
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,442.0,2.804977376,410.09343878
Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,442.0,2.804977376,471.125073256
Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,442.0,2.804977376,471.125073256
CCN(CC)c1cc2oc(=O)cc(C)c2cc1C,CCO,442.0,2.804977376,245.141578848
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,ClC(Cl)Cl,442.0,2.804977376,425.27186474
COc1cc(OC)c2c(c1)C(=O)c1ccc(OC)cc1-2,CCO,442.0,2.804977376,270.089208928
O=c1c2ccccc2n2c3ccc(-c4ccccc4)cc3c(=O)c3cccc1c32,CC#N,442.0,2.804977376,373.11027872
Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,C1COCCO1,442.0,2.804977376,302.087769448
F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,C1CCCCC1,442.0,2.804977376,244.098335192
CCCCN1C(=S)c2cccc3cccc(c23)C1=S,Cc1ccccc1,442.0,2.804977376,285.06459148000005
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,CO,442.0,2.804977376,315.12592878400005
O=C1C=C(Nc2ccccc2F)C(=O)c2ccccc21,CCCCCC,442.0,2.804977376,267.06955678
CCCCOc1c(C=C2Sc3ccccc3N2C)c(=O)c1=O,CCO,442.0,2.804977376,315.092914404
Nc1cc2nc3cc(Cl)c(Cl)cc3nc2cc1N,CCO,442.0,2.804977376,278.012601616
Nc1cc2nc3cc(Br)c(Br)cc3nc2cc1N,CCO,442.0,2.804977376,365.9115704560001
CNc1cc2nc3cc(Cl)c(Cl)cc3nc2cc1NC,CCO,442.0,2.804977376,306.04390174400004
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,C1COCCO1,442.0,2.804977376,350.1088988159999
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,C1COCCO1,442.0,2.804977376,350.1088988159999
CCCC(=O)c1c2c(c(C(=O)CCC)c3c1OC(CC(=O)OC)(C(=O)O)O3)OCO2,CO,442.0,2.804977376,422.1212969039999
CCN(CC)c1ccc(-c2cc3c(s2)c(C(=O)OC)cc(=O)n3C)cc1,ClCCl,442.0,2.804977376,370.135113564
CCN(CC)c1ccc(-c2cc3c(s2)c(C(=O)OC)cc(=O)n3C)cc1,ClC(Cl)Cl,442.0,2.804977376,370.135113564
CCN(CC)c1ccc(-c2cc3c(s2)c(C(=O)OC)cc(=O)n3C)cc1,CN(C)C=O,442.0,2.804977376,370.135113564
COC(=O)c1cc(=O)n(C)c2cc(-c3cc4c5c(c3)CCCN5CCC4)sc12,Cc1ccccc1,442.0,2.804977376,394.1351135640001
CN(C)c1ccc(-c2cc3ccc([N+](=O)[O-])cc3c(=O)o2)cc1,CCOC(C)=O,442.0,2.804977376,310.095356928
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5ccccc5)ccc4o3)c(=O)oc2c1,ClCCl,442.0,2.804977376,453.168856216
Cc1ccc(-n2c3ccccc3c3cc(C(=C(C#N)C#N)c4ccccc4)ccc32)cc1,C1CCOC1,442.0,2.804977376,409.157897608
Cc1ccc(-n2c3ccccc3c3cc(C(=C(C#N)C#N)c4ccccc4)ccc32)cc1,CCOC(C)=O,442.0,2.804977376,409.157897608
Cc1ccc(-n2c3ccccc3c3cc(C(=C(C#N)C#N)c4ccccc4)ccc32)cc1,CC(C)=O,442.0,2.804977376,409.157897608
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,CO,442.0,2.804977376,351.1371621640001
O=c1oc2ccccc2c2c1c(=O)oc1cc(O)c3ccccc3c12,ClCCl,442.0,2.804977376,330.05282342000004
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCOC(C)=O,442.0,2.804977376,350.1088988159999
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,COC(C)=O,442.0,2.804977376,350.1088988159999
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CC(C)=O,441.2,2.810063463,390.173213324
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CCOC(C)=O,441.0,2.811337868,406.142975816
CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CC#N,441.0,2.811337868,309.1153641
COc1cc(OC)c2c(c1)C(=O)c1ccc(OC)cc1-2,CC#N,441.0,2.811337868,270.089208928
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)[nH]c1=S,CCCCO,441.0,2.811337868,288.072119384
Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,CCOC(C)=O,441.0,2.811337868,302.087769448
C[n+]1ccc(-c2ccc([O-])cc2)cc1,CCCO,441.0,2.811337868,185.084063972
COc1ccc2nc(N)n[n+]([O-])c2c1,O,441.0,2.811337868,192.064725496
CCn1c2ccsc2c2c3nsnc3c3c4sccc4n(CC)c3c21,CN(C)C=O,441.0,2.811337868,382.038059448
c1ccc2nc3c(nc2c1)c1c2n3CCCN2CCCC1,CS(C)=O,441.0,2.811337868,278.153146576
O=C1c2ccccc2-c2nc3c4ccccc4c4ccccc4c3n21,ClCCl,441.0,2.811337868,320.094963004
Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,441.0,2.811337868,307.109234224
O=c1oc2ccccc2c2c1c(=O)oc1cc(O)c3ccccc3c12,CS(C)=O,441.0,2.811337868,330.05282342000004
CCNc1cc2oc(=O)c3c(=O)oc4ccccc4c3c2cc1C,ClCCl,441.0,2.811337868,321.10010796
N#Cc1cc(C#N)c(-n2c3ccccc3c3ccccc32)cc1-n1c2ccccc2c2ccccc21,Cc1ccccc1,440.5,2.814528944,458.153146576
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,ClCCl,440.0,2.817727273,425.27186474
Cc1cccc2c1nc1c(=O)n(C)c(=O)nc-1n2C,CC#N,440.0,2.817727273,256.096025624
O=c1c2ccccc2n2c3ccccc3c(=O)c3cc(-c4ccccc4)cc1c32,CCCCOCCCC,440.0,2.817727273,373.11027872000005
O=[N+]([O-])c1ccc([N+]2=CC3=C(O[B-]2(F)F)c2ccccc2SC3)cc1,ClCCl,440.0,2.817727273,360.055150052
O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,CCCCCC,440.0,2.817727273,465.136493468
Cc1cccc2c1nc1c(=O)n(C)c(=O)nc-1n2C,CC#N,440.0,2.817727273,256.096025624
Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,CCOCC,440.0,2.817727273,302.087769448
O=C1C=C(Nc2cccc(F)c2)C(=O)c2ccccc21,CCCCCC,440.0,2.817727273,267.06955678
CC1(C)Nc2cc3nc4cc(F)c(F)cc4nc3cc2N1,CCO,440.0,2.817727273,286.10300282400004
COc1ccc2c(c1)[n+]([O-])nc(N)[n+]2[O-],O,440.0,2.817727273,208.059640116
CCn1c2cc(OC)ccc2c2c3nsnc3c3c4ccc(OC)cc4n(CC)c3c21,ClCCl,440.0,2.817727273,430.146346944
Nc1cccc2c1-c1ccccc1C2=O,c1ccccc1,440.0,2.817727273,195.068413908
CC(=O)c1cc(=O)n(C)c2cc(-c3ccc(N(C)C)cc3)sc12,CC#N,440.0,2.817727273,326.108898816
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5cccc(C)c5)ccc4o3)c(=O)oc2c1,ClCCl,440.0,2.817727273,467.18450628
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,CC(C)=O,440.0,2.817727273,351.1371621640001
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,CC#N,440.0,2.817727273,351.1371621640001
COc1ccc2c(c1)-c1nc(-c3ccccc3)c3cc(Cl)ccc3[n+]1[B-](F)(F)O2,Cc1ccccc1,440.0,2.817727273,410.080492208
N#Cc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,CN(C)C=O,440.0,2.817727273,366.082684068
c1ccc(C2=Nc3cccc4[n+]3[B-](c3ccccc3)(N2)NC(c2ccccc2)=N4)cc1,ClCCl,440.0,2.817727273,401.18117604
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,Cc1ccccc1,440.0,2.817727273,252.093900384
CCCCCOc1ccc2c(c1)c1ccc3cccc4c5cc(OC)cc6oc(=O)c2c(c65)c1c34,C1CCOC1,440.0,2.817727273,460.167459248
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCCOC(C)=O,440.0,2.817727273,350.1088988159999
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,ClC(Cl)Cl,440.0,2.817727273,252.093900384
O=c1cc2cc(O)c3cccc4ccc(o1)c2c43,CC1CCCO1,439.777,2.819156072,236.047344116
CN(C)c1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,C1CCCCC1,439.5604396,2.820545,364.16879664
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCOC(C)=O,439.4,2.821574875,350.1088988159999
Cc1cccc2nc3c(=O)n(C)c(=O)nc-3n(C)c12,CC#N,439.0,2.824145786,256.096025624
O=C(O)CCCCCn1c2ccccc2c(=O)c2cc(Br)ccc21,O,439.0,2.824145786,387.047005536
O=c1c2ccccc2n2c3ccc(-c4ccccc4)cc3c(=O)c3cccc1c32,CCOC(C)=O,439.0,2.824145786,373.11027872
Cc1cccc2nc3c(=O)n(C)c(=O)nc-3n(C)c12,CC#N,439.0,2.824145786,256.096025624
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)[nH]c1=S,CN(C)C=O,439.0,2.824145786,288.072119384
O=C1C=C(Nc2cccc(F)c2F)C(=O)c2ccccc21,CO,439.0,2.824145786,285.06013496800006
O=C1C=C(Nc2ccc(F)cc2F)C(=O)c2ccccc21,CCCCCC,439.0,2.824145786,285.06013496800006
CCn1c2cc(OC)ccc2c2c3nsnc3c3c4ccc(OC)cc4n(CC)c3c21,Cc1ccccc1,439.0,2.824145786,430.146346944
c1ccc(-c2cc3cc4cccc5c(-c6ccccc6)cc6cc7cccc2c7c3c6c45)cc1,ClCCl,439.0,2.824145786,428.15650064
CN(C)c1cccc2c1-c1ccccc1C2=O,CC#N,439.0,2.824145786,223.099714036
COc1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,439.0,2.824145786,325.108565528
c1ccc(-c2cc3cc4cccc5c(-c6ccccc6)cc6cc7cccc2c7c3c6c45)cc1,ClCCl,439.0,2.824145786,428.15650064
CN(C)c1ccc(-c2cc3c(ccc4c([N+](=O)[O-])cccc43)c(=O)o2)cc1,CO,439.0,2.824145786,360.11100699199994
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,CCOC(C)=O,439.0,2.824145786,351.1371621640001
COc1ccc(C(=O)OCc2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,CCO,439.0,2.824145786,416.1412445
CC(C)(C)OC(=O)NCC(=O)OCc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCO,439.0,2.824145786,439.17835828
CC(C)(C)OC(=O)NCCCC(=O)OCc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCO,439.0,2.824145786,467.209658408
OCc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCO,439.0,2.824145786,282.104465068
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,Cc1ccccc1,439.0,2.824145786,252.093900384
c1ccc2cc3cc4c(cc3cc2c1)-c1cccc2cccc-4c12,CCCCCCC,439.0,2.824145786,302.109550448
O=c1cc2c(S(=O)(=O)O)c(O)c3cccc4ccc(o1)c2c43,CC1CCCO1,438.526,2.827198387,316.004158976
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,ClC(Cl)Cl,438.5,2.827366021,252.093900384
CC(C)(C)c1ccc2cc3c4cccc5cccc(c6cc(C(C)(C)C)cc(c2c1)c63)c54,CC1CCCCC1,438.0,2.830593607,414.23475096
Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,CC#N,438.0,2.830593607,238.07422756
O=C1O[B-]2(OC1=O)OC(c1ccc3ccccc3c1)=CC(c1ccc3ccccc3c1)=[O+]2,ClC(Cl)(Cl)Cl,438.0,2.830593607,422.0961686
c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)cc1,CCCCCC,438.0,2.830593607,455.145618672
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,C1CCOC1,438.0,2.830593607,390.173213324
CCCCNc1ccc2c3c(cccc13)C(=O)N(c1ccc(O)cc1)C2=O,CN(C)C=O,438.0,2.830593607,360.1473924999999
Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,CN(C)C=O,438.0,2.830593607,302.087769448
O=c1c2ccccc2n2c3ccccc3c(=O)c3cccc1c32,ClCCl,438.0,2.830593607,297.07897859200006
CN(C)c1cccc2c1-c1ccccc1C2=O,CCO,438.0,2.830593607,223.099714036
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,ClCCl,438.0,2.830593607,252.093900384
CN(C)c1ccc(-c2cc3c(s2)c(C(=O)c2ccccc2)cc(=O)n3Cc2ccccc2)cc1,CC#N,438.0,2.830593607,464.155849008
CN(C)c1ccc(-c2cc3c(ccc4c([N+](=O)[O-])cccc43)c(=O)o2)cc1,CC(C)=O,438.0,2.830593607,360.11100699199994
F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc[n+]21,ClCCl,438.0,2.830593607,293.09358416000003
O=C(Cc1ccccc1)OCc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCO,438.0,2.830593607,400.14632988
Cc1ccc(C(=O)OCc2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,CCO,438.0,2.830593607,400.14632988
F[B-]1(F)OC(c2ccc(N3CCCC3)cc2)=Cc2cccc[n+]21,ClC(Cl)Cl,438.0,2.830593607,314.14020000400006
CN1CCCc2cc(C3=Cc4cccc[n+]4[B-](F)(F)O3)ccc21,ClC(Cl)Cl,438.0,2.830593607,314.140200004
Nc1ccc2c(c1)oc(=O)c1c(=O)oc3ccccc3c12,CS(C)=O,438.0,2.830593607,279.053157768
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,Cc1ccccc1,438.0,2.830593607,350.1088988159999
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,437.0,2.837070938,338.10552768800005
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CN(C)C=O,437.0,2.837070938,425.27186474
Cn1c(=O)nc2n(C)c3ccccc3nc-2c1=O,CC#N,437.0,2.837070938,242.08037556
O=c1c2ccccc2n2c3ccc(-c4ccccc4)cc3c(=O)c3cccc1c32,CCCCOCCCC,437.0,2.837070938,373.11027872
O=c1c2ccccc2n2c3ccccc3c(=O)c3cc(-c4ccccc4)cc1c32,CCCCCC,437.0,2.837070938,373.11027872000005
c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)cc1,C1CCOC1,437.0,2.837070938,455.145618672
Cn1c(=O)nc2n(C)c3ccccc3nc-2c1=O,CC#N,437.0,2.837070938,242.08037556
CCCCN1C(=S)c2cccc3cccc(c23)C1=S,CC#N,437.0,2.837070938,285.06459148000005
